NMU,ANO,REM,RAP,RAE,RCO,RCC,RME,RMI,RSE,RSI
Iporá,2013,1494,1623,1062,1233,1022,833,914,1665,7001
Iporá,2014,1752,1777,1159,1320,1258,829,1077,2302,7863
Iporá,2015,1823,1989,1276,1369,1260,753,1317,2217,8015
Iporá,2016,2033,2188,1336,1519,2422,0,1373,2307,13320
Iporá,2017,2257,2919,1507,1508,2803,0,1680,2446,9202
Iporá,2018,2213,2716,1579,1540,2568,0,1586,2459,8003
Iporá,2019,1944,3109,1645,1645,2419,0,1472,1660,22
Iporá,2020,2158,3317,1677,1659,2372,0,1540,1737,5934
Israelândia,2010,1680,1762,796,728,0,902,874,1091,0
Israelândia,2011,851,808,888,750,0,864,877,1113,0
Israelândia,2012,964,996,1026,676,0,1045,873,1479,0
Israelândia,2013,1178,1467,959,927,0,1123,962,1336,0
Israelândia,2014,1128,1304,962,1246,0,1162,1193,1116,0
Israelândia,2015,1284,1479,1117,1148,0,1233,1258,1804,0
Israelândia,2016,1571,2135,1427,1299,0,1281,1310,2305,0
Israelândia,2017,1749,2023,1598,1392,0,1591,1460,1213,0
Israelândia,2018,1665,1912,1429,1525,0,1800,1523,1156,0
Israelândia,2019,1839,2069,1773,1361,0,1477,1686,1675,0
Israelândia,2020,2079,3147,1822,1366,0,1356,1703,1628,0
Itaberaí,2010,874,881,800,821,843,858,855,1027,5389
Itaberaí,2011,974,1005,903,889,1093,831,963,1073,5654
Itaberaí,2012,1091,1366,976,989,1005,938,1034,1192,5470
Itaberaí,2013,1240,1438,1112,1102,1292,1273,1250,1300,5643
Itaberaí,2014,1348,1789,1242,1186,1309,2801,1312,1312,5679
Itaberaí,2015,1381,1475,1284,1310,1366,4665,1389,1413,7484
Itaberaí,2016,1593,2395,1492,1413,1609,0,1555,1564,12635
Itaberaí,2017,1691,2162,1532,1549,1299,2708,1708,1570,0
Itaberaí,2018,1709,2197,1586,1527,1248,0,1728,1573,0
Itaberaí,2019,1830,2769,1673,1526,1486,2075,1834,1662,0
Itaberaí,2020,1772,2719,1749,1540,1235,2858,1719,1590,0
Itaguari,2010,846,936,726,687,854,0,620,937,0
Itaguari,2011,854,1005,726,758,0,0,620,844,0
Itaguari,2012,1035,1267,897,918,791,0,694,767,0
Itaguari,2013,1171,1432,907,994,828,0,830,843,0
Itaguari,2014,1239,1607,980,990,0,0,786,869,0
Itaguari,2015,1270,1559,1069,1161,0,0,903,1038,0
Itaguari,2016,1369,1674,1282,1329,0,0,965,1025,0
Itaguari,2017,1479,1715,1305,1384,0,0,1049,1153,0
Itaguari,2018,1544,1807,1535,1406,0,0,1039,1194,0
Itaguari,2019,1535,1917,1413,1391,0,0,1034,1313,0
Itaguari,2020,1511,2035,1596,1301,0,0,939,1400,0
Itaguaru,2010,770,774,666,592,0,0,553,1293,4671
Itaguaru,2011,803,789,693,607,3628,0,584,1460,0
Itaguaru,2012,981,1023,1127,744,0,0,676,1545,0
Itaguaru,2013,908,813,884,859,0,0,777,1542,0
Itaguaru,2014,1197,1211,985,909,724,0,782,1906,0
Itaguaru,2015,1221,1338,947,970,800,0,820,1754,0
Itaguaru,2016,1342,1413,1065,1070,880,0,986,1876,0
Itaguaru,2017,1521,1647,1415,1121,937,0,1099,1967,0
Itaguaru,2018,1464,1582,1342,1100,938,0,1023,1907,0
Itaguaru,2019,1613,1728,1455,1197,1289,0,1106,2045,0
Itaguaru,2020,1764,1976,1435,1252,1045,0,1192,1943,0
Itajá,2010,829,781,830,670,0,0,560,1070,5156
Itajá,2011,910,845,896,823,0,0,564,1131,5438
Itajá,2012,1035,1027,1011,854,0,0,887,1155,9073
Itajá,2013,1122,1140,1108,991,1104,0,899,1255,0
Itajá,2014,1208,1155,1246,1020,0,0,614,2420,0
Itajá,2015,1311,1159,1393,1156,1051,0,1607,2559,0
Itajá,2016,1454,1352,1493,1256,0,0,1532,2746,0
Itajá,2017,1540,1458,1599,1345,937,0,1868,2374,0
Itajá,2018,1803,2018,1699,1369,0,0,2156,2326,0
Itajá,2019,1903,2175,1744,1458,1332,0,1199,2764,0
Itajá,2020,1955,2378,1804,1428,1568,0,1435,2051,0
Itapaci,2010,1073,892,785,736,0,0,1268,1066,2893
Itapaci,2011,1190,1036,818,747,0,0,1408,1152,2732
Itapaci,2012,1129,1213,997,881,1342,1070,1138,1329,3245
Itapaci,2013,1437,1493,1056,989,1047,1700,1681,1274,2589
Itapaci,2014,1613,1766,1205,1073,1429,2607,1929,1364,1357
Itapaci,2015,1506,1890,1320,1215,101,2413,1635,1535,1738
Itapaci,2016,1738,1705,1353,1311,1829,1543,2019,1667,2432
Itapaci,2017,1639,2053,1407,1319,2033,2137,1470,1706,3911
Itapaci,2018,1795,1980,1450,1354,1265,2403,1935,1784,5393
Itapaci,2019,1994,2405,1508,1411,2058,1944,2252,1803,5587
Itapaci,2020,1991,2112,1795,1512,3308,2095,2318,1686,4274
Itapirapuã,2010,827,822,903,741,902,0,573,1062,4601
Itapirapuã,2011,916,952,977,751,1181,570,602,1447,5032
Itapirapuã,2012,1008,1074,1079,864,0,0,702,1444,4359
Itapirapuã,2013,1123,1256,1170,892,0,0,800,1542,3115
Itapirapuã,2014,1166,1267,1300,939,0,0,815,2030,4420
Itapirapuã,2015,1262,1341,1423,959,0,0,931,2181,5358
Itapirapuã,2016,1490,1626,1565,1141,2721,0,944,3703,9327
Itapirapuã,2017,1493,1632,1624,1179,1804,0,992,2016,0
Itapirapuã,2018,1566,1767,1762,1215,1252,1373,995,2075,0
Itapirapuã,2019,1681,1864,1878,1200,2015,0,1060,2254,0
Itapirapuã,2020,1771,2115,1993,1225,0,0,1045,1783,0
Itapuranga,2010,974,1109,693,722,889,0,1016,1088,5051
Itapuranga,2011,1067,1181,762,795,748,0,1081,1291,5595
Itapuranga,2012,1120,1218,886,957,902,0,1014,1332,6678
Itapuranga,2013,1247,1493,1415,1060,752,1043,1019,1387,3505
Itapuranga,2014,1264,1401,1050,1134,1681,0,1142,1497,5825
Itapuranga,2015,1366,1614,1179,1202,1346,1655,1108,1662,6330
Itapuranga,2016,1547,1823,1300,1358,2558,987,1274,1730,11164
Itapuranga,2017,1397,1246,1402,1426,1562,1118,1207,1818,0
Itapuranga,2018,1600,2056,1410,1441,1699,1365,1204,1824,0
Itapuranga,2019,1725,2239,1573,1433,1200,1364,1255,1996,0
Itapuranga,2020,1722,2555,1583,1538,861,50,1260,1549,0
Itarumã,2010,981,1000,943,785,1064,0,1460,1804,0
Itarumã,2011,1093,1121,999,942,983,0,1410,1460,15183
Itarumã,2012,1261,1417,1117,988,759,0,1689,1776,16435
Itarumã,2013,1662,2165,1252,1170,1188,0,1379,1597,18035
Itarumã,2014,1624,1647,1391,1217,1154,0,1592,2247,14413
Itarumã,2015,1659,1686,1494,1296,1338,0,1383,2211,12217
Itarumã,2016,1754,1746,1657,1495,1240,0,1290,2324,5100
Itarumã,2017,1867,1896,1728,1379,1417,0,1061,2422,5192
Itarumã,2018,1847,1870,1708,1501,1551,0,1049,2633,4527
Itarumã,2019,1973,2029,1815,1570,1731,0,1225,2685,4840
Itarumã,2020,2180,2520,1887,1602,1696,0,1045,3551,4712
Itauçu,2010,780,850,797,723,0,0,669,882,3910
Itauçu,2011,858,962,866,782,0,0,754,887,4323
Itauçu,2012,1014,1301,949,894,0,0,882,987,0
Itauçu,2013,1272,1392,1097,930,4030,0,988,1134,0
Itauçu,2014,1206,1560,1135,1087,2112,0,997,1202,0
Itauçu,2015,1274,1470,1255,1128,2711,0,1176,1407,0
Itauçu,2016,1575,1812,1411,1231,5304,0,1657,1481,0
Itauçu,2017,1555,2296,1387,1277,0,0,1341,1525,0
Itauçu,2018,1616,2244,1391,1246,1600,0,1467,1627,0
Itauçu,2019,1678,2231,1547,1304,1487,0,1573,1700,0
Itauçu,2020,1593,2124,1647,1427,1640,0,1536,1291,0
Itumbiara,2010,1135,1198,1117,927,921,1554,1346,1136,1557
Itumbiara,2011,1238,1238,1289,1019,1028,1646,1501,1191,1616
Itumbiara,2012,1437,1464,1395,1224,1184,1776,1748,1338,1932
Itumbiara,2013,1626,1643,1899,1329,1454,1380,1937,1500,1821
Itumbiara,2014,1770,1751,1910,1406,1507,1685,2230,1607,2647
Itumbiara,2015,1902,1933,1996,1528,1527,1761,2289,1803,2889
Itumbiara,2016,2077,2050,2262,1646,1805,2144,2578,1880,4433
Itumbiara,2017,2157,2226,2258,1800,1793,2212,2648,1934,1558
Itumbiara,2018,2124,2006,1967,1781,1596,1807,2775,1951,2082
Itumbiara,2019,2247,2485,2186,1859,1579,1967,2788,2036,1943
Itumbiara,2020,2279,2838,2053,1905,1501,1849,2775,1975,2698
Ivolândia,2010,839,872,765,584,677,0,520,2407,0
Ivolândia,2011,901,966,818,679,0,0,571,2538,0
Ivolândia,2012,1560,1142,959,782,3221,0,725,1964,0
Ivolândia,2013,1409,1356,1027,833,3602,0,696,2282,0
Ivolândia,2014,1330,1447,1162,960,0,1173,763,2923,0
Ivolândia,2015,1328,1463,1281,1012,0,1577,809,1064,0
Ivolândia,2016,1451,1592,1386,1225,0,586,853,972,0
Ivolândia,2017,1649,1854,1542,1060,0,1340,0,1433,0
Ivolândia,2018,1744,1956,1525,1090,0,1367,716,1453,0
Ivolândia,2019,1868,2147,1614,1055,0,1520,1256,1609,0
Ivolândia,2020,1850,2086,1657,1282,0,1738,697,1529,0
Jandaia,2010,1317,1052,907,1074,0,1428,1505,1204,5456
Jandaia,2011,1482,1178,948,1087,590,0,1751,1521,6177
Jandaia,2012,1714,1414,1008,1234,399,2049,2009,1803,6911
Jandaia,2013,1925,1699,1160,1305,279,2237,2279,1715,0
Jandaia,2014,1812,1435,1226,1470,0,2192,2040,1925,0
Jandaia,2015,2279,1835,1389,1559,788,2856,2744,2435,0
Jandaia,2016,2315,1945,1592,1831,880,2707,2650,2262,0
Jandaia,2017,2391,2023,1726,1936,0,2436,2727,2308,0
Jandaia,2018,2445,2295,1717,1978,0,2308,2756,2165,0
Jandaia,2019,2516,2476,1650,1935,0,2718,2736,2655,0
Jandaia,2020,2834,2509,1791,2115,0,2241,3326,2276,0
Jaraguá,2010,802,1108,711,714,1081,903,658,999,4205
Jaraguá,2011,876,1254,776,762,1328,948,713,1023,1468
Jaraguá,2012,1098,1427,936,884,790,1173,989,1309,2208
Jaraguá,2013,1242,1370,1001,1019,1232,1196,1223,1405,2676
Jaraguá,2014,1364,1519,1099,1074,2542,1410,1333,1517,3683
Jaraguá,2015,1467,1641,1205,1182,1727,1169,1443,1636,4186
Jaraguá,2016,1619,1820,1333,1286,2021,1531,1573,1806,14509
Jaraguá,2017,1795,2359,1681,1404,2045,1616,1642,1807,0
Jaraguá,2018,1810,2491,1454,1419,1520,1643,1671,1836,0
Jaraguá,2019,1809,1980,1528,1445,1590,1586,1405,2277,0
Jaraguá,2020,1772,3245,1609,1444,1339,2018,1296,1485,860
Jataí,2010,1134,1465,982,965,1066,1505,1347,1023,902
Jataí,2011,1260,1614,1099,1072,1158,1768,1455,1170,964
Jataí,2012,1511,2316,1277,1284,1323,1701,1872,1314,1036
Jataí,2013,1650,2075,1484,1427,1456,2058,2104,1468,1201
Jataí,2014,1785,2228,1616,1535,1551,2331,2251,1588,1633
Jataí,2015,1904,2370,1749,1672,1618,2620,2287,1740,2081
Jataí,2016,2072,2571,1931,1836,1846,2242,2641,1863,2219
Jataí,2017,2177,2807,2085,1953,1827,2851,2621,1927,3011
Jataí,2018,2207,2875,2196,1952,1608,1988,2696,1960,2915
Jataí,2019,2254,3312,2197,1946,1657,2521,2585,2015,2920
Jataí,2020,2395,3927,2337,1986,1587,2645,2986,1997,2972
Jaupaci,2010,976,1132,744,550,0,662,570,786,0
Jaupaci,2011,1023,1264,865,601,0,703,594,825,0
Jaupaci,2012,1154,1377,997,749,0,741,667,878,0
Jaupaci,2013,1225,1486,1076,994,0,945,765,1327,0
Jaupaci,2014,1383,1648,1147,1039,964,1003,773,1715,0
Jaupaci,2015,1592,1914,1407,1217,1351,1063,876,1634,0
Jaupaci,2016,1571,1938,1502,1233,1500,1403,891,2056,0
Jaupaci,2017,1587,1924,1484,1348,0,1360,1088,1582,0
Jaupaci,2018,1546,1911,1464,1369,0,1540,981,1555,0
Jaupaci,2019,1661,2075,1425,1473,0,1593,1035,1371,1311
Jaupaci,2020,1849,2516,1531,1351,0,1819,1046,1378,0
Jesúpolis,2010,739,772,572,661,0,0,643,731,0
Jesúpolis,2011,894,942,739,689,0,0,763,887,0
Jesúpolis,2012,1095,1220,804,836,0,0,843,1310,0
Jesúpolis,2013,1304,1524,869,916,939,0,912,1112,0
Jesúpolis,2014,1300,1446,955,1017,0,0,855,1792,0
Jesúpolis,2015,1340,1416,994,1395,0,0,1009,2334,0
Jesúpolis,2016,1497,1586,1021,1203,0,0,1167,1704,0
Jesúpolis,2017,1323,1350,1187,1312,0,0,1085,2027,0
Jesúpolis,2018,1261,1589,1225,1326,0,0,1148,1220,0
Jesúpolis,2019,2119,2397,1448,1286,0,0,1200,1320,0
Jesúpolis,2020,2194,2480,1766,1043,0,0,1483,1390,0
Joviânia,2010,963,945,900,916,0,0,666,1097,5873
Joviânia,2011,1064,1093,980,1050,545,0,618,1076,5567
Joviânia,2012,1165,912,1240,1148,0,0,746,1228,5247
Joviânia,2013,1315,994,1318,1412,1105,0,1045,1556,0
Joviânia,2014,1542,1409,1439,1527,1021,0,1386,1787,0
Joviânia,2015,1526,1324,1476,1520,2000,0,1271,1716,0
Joviânia,2016,1705,1279,1678,1491,1572,0,1442,2120,0
Joviânia,2017,1872,1826,1944,1598,1634,0,600,2038,0
Joviânia,2018,1856,1700,1747,1671,1270,0,1450,2151,0
Joviânia,2019,2008,2233,1872,1828,1641,0,1545,1895,0
Joviânia,2020,2086,2486,1988,1804,1902,0,1017,2008,0
Jussara,2010,927,1129,964,741,910,797,583,976,4110
Jussara,2011,1026,1293,1063,827,1598,0,634,1075,4253
Jussara,2012,1183,1528,1205,953,1202,0,766,1171,5720
Jussara,2013,1272,1622,1387,1054,1211,0,867,1220,7967
Jussara,2014,1383,1808,1487,1123,1151,0,898,1344,5768
Jussara,2015,1474,1877,1619,1208,682,0,915,1488,4868
Jussara,2016,1602,2020,1752,1344,1385,0,1087,1588,7232
Jussara,2017,1754,2334,1878,1445,1619,0,1229,1739,759
Jussara,2018,1844,2474,1936,1529,1396,0,1321,1818,1050
Jussara,2019,1930,2678,1980,1556,1726,0,1272,2073,1065
Jussara,2020,2286,4878,2077,1537,1746,0,1187,1975,1114
Lagoa Santa,2010,984,1054,991,783,901,0,1356,755,0
Lagoa Santa,2011,1181,1418,931,842,0,0,1645,798,0
Lagoa Santa,2012,1294,1684,1071,720,622,0,1699,915,0
Lagoa Santa,2013,1278,1449,1328,992,0,0,1407,916,0
Lagoa Santa,2014,1465,1730,1489,1052,987,0,1911,1035,0
Lagoa Santa,2015,1332,1682,1574,1059,0,0,2207,1136,0
Lagoa Santa,2016,1906,2477,1747,1134,0,0,2203,1362,0
Lagoa Santa,2017,1932,2318,1765,1224,0,0,2270,1385,0
Lagoa Santa,2018,2010,2475,1861,1318,0,0,2607,1507,0
Lagoa Santa,2019,2190,2630,2025,1875,0,0,2636,1535,0
Lagoa Santa,2020,2420,3099,1892,1673,0,0,2437,1581,0
Leopoldo de Bulhões,2010,824,898,781,717,721,0,864,867,0
Leopoldo de Bulhões,2011,915,1022,841,811,882,0,927,987,0
Leopoldo de Bulhões,2012,1004,0,1034,864,0,0,963,926,0
Leopoldo de Bulhões,2013,1160,1236,1160,947,1357,0,1130,1042,0
Leopoldo de Bulhões,2014,1275,1328,1299,1052,0,0,1202,1339,0
Leopoldo de Bulhões,2015,1538,1405,1442,1186,0,0,994,2578,0
Leopoldo de Bulhões,2016,1536,1541,1616,1204,0,0,1349,1584,0
Leopoldo de Bulhões,2017,1844,1613,1761,1287,0,0,1575,2845,0
Leopoldo de Bulhões,2018,1771,1640,1647,1296,0,0,1485,2645,0
Leopoldo de Bulhões,2019,1935,1848,1953,1352,0,0,1475,2380,0
Leopoldo de Bulhões,2020,2052,915,2063,1285,0,0,1570,2631,0
Luziânia,2010,1112,1597,1117,850,1000,1036,1123,991,2915
Luziânia,2011,1221,1683,1198,931,1101,1215,1278,1097,3538
Luziânia,2012,1353,1816,1359,1046,1255,1338,1465,1242,4111
Luziânia,2013,1500,2097,1517,1139,1307,1409,1597,1343,4867
Luziânia,2014,1629,2161,1655,1209,1520,1337,1808,1463,5050
Luziânia,2015,1731,2269,1766,1309,1766,1544,1948,1551,6172
Luziânia,2016,1844,2080,1945,1415,2149,1709,2146,1681,9650
Luziânia,2017,1916,2340,1968,1473,2056,1827,2239,1921,7531
Luziânia,2018,1994,2580,2068,1460,2193,2188,2226,2000,7170
Luziânia,2019,1991,2504,2224,1492,2213,2157,2078,2095,1787
Luziânia,2020,2068,2626,2325,1503,2209,2323,2215,2124,2316
Mairipotaba,2010,806,796,779,765,0,1544,0,1286,0
Mairipotaba,2011,839,852,808,708,0,0,536,1415,0
Mairipotaba,2012,1034,1099,891,0,0,0,622,1477,0
Mairipotaba,2013,1157,1190,1024,956,0,0,678,2027,0
Mairipotaba,2014,1163,1263,1052,827,0,1219,724,1292,0
Mairipotaba,2015,1333,1420,1211,1002,0,0,859,1223,0
Mairipotaba,2016,1403,1502,1386,1055,0,0,905,973,0
Mairipotaba,2017,1500,1650,1314,1119,0,0,966,1413,0
Mairipotaba,2018,1590,1833,1340,989,0,0,1051,1432,0
Mairipotaba,2019,1746,1976,1568,1437,0,0,1007,1416,0
Mairipotaba,2020,1751,2022,1584,1387,1339,0,1045,1492,0
Mambaí,2010,713,622,692,649,0,0,558,646,1962
Mambaí,2011,737,655,931,642,545,0,634,700,2225
Mambaí,2012,984,1081,1069,816,622,0,1040,819,4310
Mambaí,2013,1125,1259,1066,915,1922,0,775,920,0
Mambaí,2014,1169,1366,1102,1008,0,0,724,956,0
Mambaí,2015,1312,1476,1157,1082,736,0,1782,1188,0
Mambaí,2016,1462,1739,1035,1174,0,0,1556,1389,0
Mambaí,2017,1572,1764,1506,1323,0,0,1491,1460,936
Mambaí,2018,1552,1686,1191,1394,1352,0,1708,1516,0
Mambaí,2019,1598,1989,982,1299,1707,0,1355,1434,0
Mambaí,2020,1354,1535,1240,1269,0,1839,1500,1441,0
Mara Rosa,2010,942,915,856,722,566,908,1176,1126,6064
Mara Rosa,2011,1019,977,899,743,792,1027,1270,1244,5636
Mara Rosa,2012,1147,1177,1017,842,1307,1070,1168,1367,11186
Mara Rosa,2013,1219,1294,1076,916,1151,1224,1134,1700,0
Mara Rosa,2014,1356,1482,1145,997,1788,1368,1299,1901,0
Mara Rosa,2015,1455,1659,1298,1071,935,1572,1333,1934,0
Mara Rosa,2016,1683,2009,1442,1160,1547,3185,1449,2134,0
Mara Rosa,2017,1670,1956,1646,1224,894,4815,1565,1946,0
Mara Rosa,2018,1751,1873,1683,1273,1299,4128,1379,2123,0
Mara Rosa,2019,2023,2496,1529,1288,1412,5919,1423,2403,0
Mara Rosa,2020,2000,2253,1799,1291,1571,7814,1568,2228,0
Marzagão,2010,780,753,783,682,0,0,911,1123,0
Marzagão,2011,901,873,916,790,0,0,1084,1195,0
Marzagão,2012,1005,1013,1017,802,0,0,1069,1173,0
Marzagão,2013,1342,1186,1049,1142,2268,0,1317,1216,0
Marzagão,2014,1247,1228,1147,1089,947,0,1550,1125,0
Marzagão,2015,1341,1259,1254,1209,0,0,1916,1200,0
Marzagão,2016,1533,1454,1529,1779,0,0,1062,1318,0
Marzagão,2017,1490,1417,1457,1782,0,0,1069,1475,0
Marzagão,2018,1610,1588,1426,1804,0,0,954,1353,0
Marzagão,2019,1712,1777,1663,1654,1171,0,0,1435,0
Marzagão,2020,1643,1743,1652,1488,1234,0,0,1706,0
Matrinchã,2010,846,878,847,661,0,0,559,1850,0
Matrinchã,2011,898,928,889,674,0,1500,628,1791,0
Matrinchã,2012,961,879,1100,832,0,0,702,1834,0
Matrinchã,2013,1171,1166,1289,934,0,972,767,1675,0
Matrinchã,2014,1261,1197,1339,974,0,1649,938,2270,0
Matrinchã,2015,1426,1480,1499,1087,0,1245,860,2844,0
Matrinchã,2016,1565,1623,1568,1229,0,1780,1075,3605,0
Matrinchã,2017,1649,1589,1754,1321,2517,1624,1266,2899,0
Matrinchã,2018,1739,938,1826,1284,4280,0,1368,2723,0
Matrinchã,2019,1830,1869,1889,1305,0,0,1045,3792,0
Matrinchã,2020,2014,2148,2122,1394,0,0,1348,2542,0
Maurilândia,2010,1502,1055,1496,717,2495,0,1686,1353,5024
Maurilândia,2011,1438,1154,1683,745,1094,0,817,1347,5616
Maurilândia,2012,1802,1292,2289,787,1130,0,1064,1342,8586
Maurilândia,2013,1982,1852,2541,919,935,0,1582,1350,0
Maurilândia,2014,2029,1779,2548,937,202,0,1192,1225,0
Maurilândia,2015,1977,1866,2501,1090,159,0,1112,1344,0
Maurilândia,2016,2355,2467,2774,1139,1255,0,1079,1445,0
Maurilândia,2017,2176,1896,2826,1195,0,0,937,1550,0
Maurilândia,2018,1871,1730,2788,934,1045,0,945,1075,0
Maurilândia,2019,2110,2207,2518,1233,2017,0,1008,1591,0
Maurilândia,2020,2290,2659,2675,1357,697,0,1045,1505,0
Mimoso de Goiás,2010,905,995,851,605,0,1012,0,1098,0
Mimoso de Goiás,2011,967,1111,869,636,0,908,0,1278,0
Mimoso de Goiás,2012,1128,984,1221,668,0,1120,0,1424,0
Mimoso de Goiás,2013,1240,1234,1251,940,0,791,791,1600,0
Mimoso de Goiás,2014,1325,1320,1276,957,2372,1679,786,1228,0
Mimoso de Goiás,2015,1378,1262,1534,1111,1221,1795,788,1623,0
Mimoso de Goiás,2016,1627,1592,1651,1098,0,2037,0,1657,0
Mimoso de Goiás,2017,1706,1627,1803,1271,0,0,0,2122,0
Mimoso de Goiás,2018,1705,1488,1785,1344,4509,922,0,2038,0
Mimoso de Goiás,2019,1778,1944,1596,1072,0,1054,0,1641,0
Mimoso de Goiás,2020,1689,1566,1917,1266,0,1281,0,1620,0
Minaçu,2010,1454,1241,662,719,1157,2865,956,1058,3393
Minaçu,2011,1587,1481,758,790,960,2823,1045,1279,3511
Minaçu,2012,2008,2272,892,880,1196,3242,1367,1312,4229
Minaçu,2013,2017,2227,917,980,1266,3357,1484,1384,3972
Minaçu,2014,2074,2139,1033,1100,1476,3670,1292,1517,4472
Minaçu,2015,2212,2134,944,1199,1463,4611,1459,1492,5008
Minaçu,2016,2584,2058,1117,1306,1518,5076,1383,1757,7652
Minaçu,2017,2589,2556,1206,1390,1651,5365,1574,2012,7711
Minaçu,2018,2605,2736,1305,1365,1864,4666,1916,1810,16480
Minaçu,2019,2378,2552,1265,1401,2080,3387,1367,1930,16098
Minaçu,2020,2667,3341,1423,1453,1629,4140,1283,1902,9255
Mineiros,2010,1244,1540,1557,959,1081,1277,1045,1217,1360
Mineiros,2011,1373,1816,1673,1031,1237,1901,1221,1325,1075
Mineiros,2012,1547,2128,1852,1237,1301,1857,1406,1525,1322
Mineiros,2013,1674,2446,1998,1402,1421,1980,1465,1647,1138
Mineiros,2014,1818,2655,2132,1456,1387,2049,1588,1827,1321
Mineiros,2015,1936,2707,2160,1612,1502,2142,1708,1995,1322
Mineiros,2016,2149,3056,2358,1792,1795,1268,1820,2251,1585
Mineiros,2017,2229,3070,1992,1842,1752,1055,2259,2345,1264
Mineiros,2018,2245,3267,2136,1949,1090,0,2044,2410,1250
Mineiros,2019,2428,3458,2260,1898,1718,0,2366,2627,1354
Mineiros,2020,2358,3650,2258,2055,839,0,2328,2409,1380
Moiporá,2010,914,895,975,636,0,0,0,1615,0
Moiporá,2011,934,948,980,674,0,545,545,1335,0
Moiporá,2012,960,930,1148,641,0,622,745,1570,0
Moiporá,2013,1213,1315,1235,656,0,0,846,1666,0
Moiporá,2014,1264,1380,1204,614,0,0,848,1656,0
Moiporá,2015,1396,1487,1573,691,0,0,701,1834,0
Moiporá,2016,1474,1617,1442,773,0,0,827,1434,0
Moiporá,2017,1739,1795,1800,872,0,0,1155,1631,0
Moiporá,2018,1702,1752,1786,1107,0,0,1215,1789,0
Moiporá,2019,1941,1978,2082,1190,0,0,1206,1446,0
Moiporá,2020,1742,1672,2183,543,0,0,922,1640,0
Monte Alegre de Goiás,2010,739,747,661,597,0,853,823,1330,0
Monte Alegre de Goiás,2011,799,808,715,662,0,895,824,1457,0
Monte Alegre de Goiás,2012,864,837,850,842,0,613,0,1716,0
Monte Alegre de Goiás,2013,1163,1252,978,937,0,729,678,1399,0
Monte Alegre de Goiás,2014,1113,1180,1018,971,0,699,793,1387,0
Monte Alegre de Goiás,2015,1222,1314,1093,1024,788,894,920,1474,0
Monte Alegre de Goiás,2016,1525,1823,1195,1082,0,914,880,1427,0
Monte Alegre de Goiás,2017,1439,1567,1279,1231,0,973,937,1531,0
Monte Alegre de Goiás,2018,1422,1546,1322,1210,0,1066,835,1573,0
Monte Alegre de Goiás,2019,1601,1741,1407,1249,0,1081,1000,2192,0
Monte Alegre de Goiás,2020,1800,2179,1451,1233,1493,992,1045,1327,0
Montes Claros de Goiás,2010,947,944,909,882,962,0,561,1163,7296
Montes Claros de Goiás,2011,1087,1053,1024,972,996,0,1382,1297,8220
Montes Claros de Goiás,2012,1351,1244,1199,1176,704,0,1604,1551,9788
Montes Claros de Goiás,2013,1495,1406,1365,1384,418,0,1770,1449,0
Montes Claros de Goiás,2014,1593,1639,1503,1480,1148,0,1683,1687,724
Montes Claros de Goiás,2015,1723,1628,1592,1539,1193,0,2086,1789,788
Montes Claros de Goiás,2016,1847,1843,1780,1731,1440,0,1980,1905,0
Montes Claros de Goiás,2017,1989,1909,1871,1718,1614,1824,2358,1977,0
Montes Claros de Goiás,2018,1996,1928,1902,1773,1257,0,2221,2124,0
Montes Claros de Goiás,2019,2097,2151,2050,1838,1378,0,2220,2120,0
Montes Claros de Goiás,2020,2302,2507,2169,1980,826,0,2520,2213,0
Montividiu,2010,1221,1190,1252,1127,747,1778,1390,1237,7548
Montividiu,2011,1381,1476,1385,1219,889,2391,1442,1261,5986
Montividiu,2012,1681,2242,1598,1296,1139,3979,1660,1754,10840
Montividiu,2013,1794,1898,1850,1442,1241,2832,1936,1760,8906
Montividiu,2014,1908,1952,1979,1684,1423,2597,1784,1915,0
Montividiu,2015,1816,1358,2091,1724,1326,2173,1880,2188,0
Montividiu,2016,2154,1649,2403,1992,1586,2934,2070,2171,0
Montividiu,2017,2355,2310,2573,2019,1042,4322,2258,2303,0
Montividiu,2018,2463,2614,2584,2127,1206,3029,2436,2423,0
Montividiu,2019,2509,2679,2637,2267,1316,2483,2020,2342,0
Montividiu,2020,2682,3528,2901,2089,723,2753,2054,2232,0
Montividiu do Norte,2010,915,972,734,706,694,2227,0,713,0
Montividiu do Norte,2011,1001,1063,856,733,0,1643,563,997,0
Montividiu do Norte,2012,1235,1251,1003,907,0,3628,622,1225,0
Montividiu do Norte,2013,1419,1402,1061,1059,0,0,4841,1461,0
Montividiu do Norte,2014,1509,1524,1197,1024,0,4051,724,1203,0
Montividiu do Norte,2015,1644,1571,1365,1177,835,6291,788,1485,0
Montividiu do Norte,2016,1717,1532,1436,1285,0,3899,880,1965,0
Montividiu do Norte,2017,1928,1882,1511,1419,0,4281,937,1480,0
Montividiu do Norte,2018,1765,1774,1596,1215,0,3069,0,1436,0
Montividiu do Norte,2019,2020,2242,1556,1330,1000,3164,0,1454,0
Montividiu do Norte,2020,1903,1784,1897,1452,1070,3686,0,1618,0
Morrinhos,2010,1100,943,1120,869,614,688,1199,1334,4309
Morrinhos,2011,1243,1136,1080,949,1092,736,1337,1730,4968
Morrinhos,2012,1413,1240,1254,1107,980,788,1519,1924,5572
