NMU,ANO,REM,RAP,RAE,RCO,RCC,RME,RMI,RSE,RSI
Abadia de Goiás,2010,937,820,825,853,1065,0,957,1100,0
Abadia de Goiás,2011,999,980,964,761,1119,0,1058,1117,0
Abadia de Goiás,2012,1166,951,1165,1181,1378,0,1358,1033,0
Abadia de Goiás,2013,1457,1548,1306,1398,1468,0,1388,1557,0
Abadia de Goiás,2014,1738,1725,1299,2264,1511,800,1453,1608,0
Abadia de Goiás,2015,1608,1796,1452,1387,1787,0,1509,1827,0
Abadia de Goiás,2016,1655,1973,1637,1530,1460,0,1606,1469,0
Abadia de Goiás,2017,1839,2236,1654,1565,4755,0,1573,1422,0
Abadia de Goiás,2018,1789,2258,1801,1617,1963,0,1600,1553,1067
Abadia de Goiás,2019,1755,2653,2055,1622,1813,0,1595,889,2071
Abadia de Goiás,2020,2127,4068,2352,1551,1628,0,1664,1621,2856
Abadiânia,2010,769,795,703,710,0,1041,678,817,3739
Abadiânia,2011,905,1043,785,731,809,1167,738,934,4143
Abadiânia,2012,970,1027,885,824,788,1273,861,1055,5552
Abadiânia,2013,1089,1066,971,912,1178,1396,1056,1229,2220
Abadiânia,2014,1237,1274,1069,1020,1612,1484,1230,1304,2011
Abadiânia,2015,1410,1614,1195,1166,1287,1666,1268,1454,2803
Abadiânia,2016,1527,1757,1397,1251,1343,1692,1403,1566,3012
Abadiânia,2017,1659,1981,1516,1340,1613,1847,1344,1658,3319
Abadiânia,2018,1669,1795,1616,1330,1408,2012,1595,1708,2954
Abadiânia,2019,1810,2067,1663,1396,0,2030,1716,1819,3213
Abadiânia,2020,1714,1825,1695,1720,1059,1868,1656,1562,2976
Acreúna,2010,1123,1328,1029,985,1373,0,1182,1027,4095
Acreúna,2011,1242,1377,1206,1048,2057,0,1347,1167,4614
Acreúna,2012,1407,1460,1415,1261,1736,0,1504,1369,6317
Acreúna,2013,1535,1653,1511,1463,859,0,1471,1508,6541
Acreúna,2014,1619,1572,1748,1450,1378,0,1780,1542,7211
Acreúna,2015,1839,1877,1896,1627,1421,0,2405,1695,10277
Acreúna,2016,1932,1724,2156,1823,1166,0,2441,1664,19187
Acreúna,2017,2126,2335,2231,1826,1656,0,2584,1785,0
Acreúna,2018,2274,2593,2197,2142,2056,0,2817,1851,0
Acreúna,2019,2398,2701,2514,2270,2054,0,2585,1928,1291
Acreúna,2020,2369,2657,2473,2280,2002,0,2783,1735,1296
Adelândia,2010,661,991,639,731,0,0,556,847,0
Adelândia,2011,810,864,817,616,0,0,699,967,0
Adelândia,2012,945,999,813,1108,0,0,718,1414,0
Adelândia,2013,978,1206,879,797,0,0,807,969,0
Adelândia,2014,979,1181,948,955,0,0,854,873,0
Adelândia,2015,1118,1519,970,1021,1296,0,945,906,0
Adelândia,2016,1244,1663,1223,1157,1348,0,969,1254,0
Adelândia,2017,1374,1677,1394,1211,1327,0,993,1129,0
Adelândia,2018,1495,1615,1647,1213,954,0,1072,1456,0
Adelândia,2019,1630,1844,1603,1316,0,0,1300,1435,0
Adelândia,2020,1490,1862,1420,855,0,0,1130,433,0
Alexânia,2010,1123,1073,719,701,1146,584,1524,1413,5096
Alexânia,2011,1155,1268,775,765,1481,650,1714,992,4666
Alexânia,2012,1384,1454,904,1321,1974,819,1868,1116,5194
Alexânia,2013,1486,1610,1014,1489,768,1011,1904,1169,3852
Alexânia,2014,1623,1879,1067,1613,1089,1569,2202,1350,2407
Alexânia,2015,1738,2053,1276,1669,458,944,2446,1482,5207
Alexânia,2016,1947,2403,1386,1836,1163,1457,2548,1492,4809
Alexânia,2017,2019,2343,1518,1979,1686,1114,2324,1521,0
Alexânia,2018,1998,2734,1537,1983,1807,954,2303,1500,1134
Alexânia,2019,2115,3162,1495,1946,1414,0,2578,1562,1155
Alexânia,2020,2226,2837,1619,2229,1744,1045,3545,1555,1134
Aloândia,2010,828,779,822,665,0,0,690,2432,0
Aloândia,2011,874,844,833,757,545,0,759,2269,0
Aloândia,2012,1022,996,939,804,0,0,881,2093,0
Aloândia,2013,1528,1727,1000,944,0,1000,1032,2373,0
Aloândia,2014,1266,1288,1055,1000,0,1070,1109,2227,0
Aloândia,2015,1445,1386,1750,1161,0,0,1349,2501,0
Aloândia,2016,1465,1426,1346,1252,0,0,1346,2956,0
Aloândia,2017,1640,1648,1371,1280,0,0,1382,3733,0
Aloândia,2018,1743,1791,1194,1434,0,0,1372,4036,0
Aloândia,2019,1901,2069,1425,1351,0,0,1269,2723,0
Aloândia,2020,1887,2188,1479,1191,0,0,1108,1403,0
Alto Horizonte,2010,2113,1121,720,1158,2330,3363,1006,903,0
Alto Horizonte,2011,2146,1333,822,1505,2512,3284,1026,1252,0
Alto Horizonte,2012,4613,1514,966,2528,3097,10592,1407,1594,0
Alto Horizonte,2013,2569,1921,976,3017,2594,3911,1594,1617,0
Alto Horizonte,2014,2685,1842,1092,2914,4630,4125,1771,1279,1022
Alto Horizonte,2015,2887,1970,1152,3132,3031,4486,1821,1344,940
Alto Horizonte,2016,3062,2303,1258,3189,2834,4626,1825,1373,959
Alto Horizonte,2017,2188,2050,1281,3185,2828,0,1738,1353,986
Alto Horizonte,2018,3114,2655,1316,3107,3074,4631,1069,1440,977
Alto Horizonte,2019,3060,2431,1506,3083,3203,4440,1309,1285,1062
Alto Horizonte,2020,3541,2790,1519,3253,3626,4742,1544,1406,1020
Alto Paraíso de Goiás,2010,808,853,812,713,513,0,549,780,2611
Alto Paraíso de Goiás,2011,942,1085,977,812,593,0,642,813,3713
Alto Paraíso de Goiás,2012,1050,1293,1023,858,726,0,748,912,2185
Alto Paraíso de Goiás,2013,1207,1564,1157,908,893,0,1003,1023,3597
Alto Paraíso de Goiás,2014,1285,1644,1249,986,856,0,854,1127,4383
Alto Paraíso de Goiás,2015,1364,1703,1364,1106,812,0,959,1228,0
Alto Paraíso de Goiás,2016,1497,1902,1539,1234,3154,0,1372,1301,0
Alto Paraíso de Goiás,2017,1638,2169,1711,1260,3409,0,1392,1390,0
Alto Paraíso de Goiás,2018,1683,2277,1777,1306,1000,0,1605,1464,0
Alto Paraíso de Goiás,2019,1719,2339,1975,1358,0,0,1778,1434,0
Alto Paraíso de Goiás,2020,1763,2660,1952,1444,1045,0,1817,1287,1360
Alvorada do Norte,2010,913,799,735,677,512,510,553,1251,1634
Alvorada do Norte,2011,1032,1008,795,747,544,0,681,1340,2489
Alvorada do Norte,2012,1240,1162,988,875,1080,0,682,1507,4283
Alvorada do Norte,2013,1276,1194,1041,889,961,898,912,1544,3362
Alvorada do Norte,2014,1374,1277,1048,955,2451,1254,849,1767,2619
Alvorada do Norte,2015,1369,1270,1185,982,3056,1081,927,1728,3511
Alvorada do Norte,2016,1591,1626,1365,1205,3207,1081,879,1651,6204
Alvorada do Norte,2017,1725,1802,1389,1204,2792,937,1074,1858,0
Alvorada do Norte,2018,1927,1890,1419,1157,3651,2200,999,1951,0
Alvorada do Norte,2019,2020,2213,1495,1302,3413,2200,926,1946,5270
Alvorada do Norte,2020,2087,2499,1536,1216,3420,2416,891,1801,5270
Amaralina,2010,860,848,915,769,0,816,0,1548,0
Amaralina,2011,929,911,1001,721,0,610,0,1608,0
Amaralina,2012,1062,985,1284,866,0,0,0,2116,0
Amaralina,2013,1161,1094,1378,712,0,0,0,1137,0
Amaralina,2014,1353,1353,1401,487,0,0,1231,1313,0
Amaralina,2015,1548,1509,1605,1065,0,0,1751,2066,0
Amaralina,2016,1526,1316,1921,1068,0,0,2528,2483,0
Amaralina,2017,1784,1629,2022,800,1866,0,2725,2096,0
Amaralina,2018,1709,1524,2000,911,0,0,2970,2254,0
Amaralina,2019,1608,1552,1945,886,0,0,1241,1664,0
Amaralina,2020,1903,1910,1986,349,0,0,1500,2084,0
Americano do Brasil,2010,1475,911,708,725,880,2170,640,783,0
Americano do Brasil,2011,1560,1011,707,801,744,2382,665,817,0
Americano do Brasil,2012,1473,1138,478,703,366,2561,537,401,0
Americano do Brasil,2013,1136,1243,853,918,1214,2306,761,878,0
Americano do Brasil,2014,1284,1425,961,1209,1407,0,884,1052,0
Americano do Brasil,2015,1285,1506,1114,1171,1708,419,870,1149,0
Americano do Brasil,2016,1309,1594,1112,1173,1480,1997,1006,1069,0
Americano do Brasil,2017,1341,1522,1356,1096,0,2102,1137,1397,0
Americano do Brasil,2018,1409,1712,1375,1229,0,2139,1028,1461,0
Americano do Brasil,2019,1503,1994,1049,1209,1331,2084,1164,1427,0
Americano do Brasil,2020,1880,2959,1488,1167,1416,3975,1104,1101,0
Amorinópolis,2010,941,994,781,605,0,0,1000,726,0
Amorinópolis,2011,1001,1020,957,654,0,0,1090,838,0
Amorinópolis,2012,1206,1244,1027,881,0,0,1292,1223,0
Amorinópolis,2013,1434,1551,1164,998,0,0,1510,1145,0
Amorinópolis,2014,1538,1711,1275,1060,0,0,1500,1193,0
Amorinópolis,2015,1285,1360,1454,1106,0,0,0,1108,0
Amorinópolis,2016,1726,1989,1506,1263,0,0,880,1300,0
Amorinópolis,2017,1668,1766,1600,1209,0,0,0,1276,0
Amorinópolis,2018,2001,2182,1723,1541,0,0,0,1593,0
Amorinópolis,2019,2144,2489,1748,1271,1447,0,2616,1641,0
Amorinópolis,2020,1840,2010,1762,1361,0,0,3026,1666,0
Anhanguera,2010,923,964,743,510,0,0,559,1390,0
Anhanguera,2011,1053,1071,1022,587,0,683,643,1649,0
Anhanguera,2012,1030,1059,528,0,0,700,793,1827,0
Anhanguera,2013,1297,1325,1124,678,678,0,1144,1164,0
Anhanguera,2014,1428,1545,1175,724,952,0,929,1469,0
Anhanguera,2015,1561,1651,1484,788,1084,0,928,1360,0
Anhanguera,2016,1721,1893,1096,0,0,0,1052,1412,0
Anhanguera,2017,1850,1899,1421,1117,0,2402,1225,1063,0
Anhanguera,2018,1907,1965,1421,1065,0,2517,933,1116,0
Anhanguera,2019,1972,2169,1495,1201,0,0,1262,1573,0
Anhanguera,2020,2143,2328,1527,1285,0,0,986,1231,0
Anicuns,2010,1171,1038,684,726,594,1000,1361,1216,5140
Anicuns,2011,1301,1100,767,779,672,1103,1482,1443,5778
Anicuns,2012,1392,1282,912,932,923,1059,1591,1329,5432
Anicuns,2013,1528,1385,969,1023,542,1346,1730,1655,7441
Anicuns,2014,1574,1459,1087,1090,1088,1499,1754,1842,7359
Anicuns,2015,1619,1546,1284,1176,930,0,1716,2145,7691
Anicuns,2016,1836,1767,1253,1308,1352,0,1993,2267,12995
Anicuns,2017,1697,1826,1378,1379,1431,0,1673,2195,0
Anicuns,2018,1985,1909,1491,1372,1499,0,2293,2231,1494
Anicuns,2019,1875,2075,1558,1368,1700,0,1944,2175,1176
Anicuns,2020,1936,2227,1530,1397,1705,1400,2016,2248,1620
Anápolis,2010,1257,1868,741,874,1442,1219,1184,1235,4150
Anápolis,2011,1338,2005,835,1011,1104,1800,1285,1434,4128
Anápolis,2012,1570,2273,966,1148,1679,2142,1491,1616,1668
Anápolis,2013,1710,2558,1050,1259,1518,2641,1662,1728,1766
Anápolis,2014,1876,2781,1121,1374,1458,2575,1831,2046,1998
Anápolis,2015,2068,3104,1221,1461,1598,1915,2106,2186,2182
Anápolis,2016,2315,3607,1328,1579,1575,2248,2360,2469,2924
Anápolis,2017,2487,3818,1431,1689,1560,2500,2549,2654,2178
Anápolis,2018,2564,3993,1391,1719,1819,2480,2723,2627,2228
Anápolis,2019,2565,4124,1455,1856,1755,2460,2674,2521,1565
Anápolis,2020,2623,4585,1521,1910,1708,2078,2877,2381,1937
Aparecida de Goiânia,2010,996,1036,679,967,1308,1224,1022,903,3015
Aparecida de Goiânia,2011,1122,1528,752,1095,1406,1798,1137,954,3195
Aparecida de Goiânia,2012,1331,2241,1149,1265,1563,2045,1335,1076,2246
Aparecida de Goiânia,2013,1468,1922,1344,1437,1727,2473,1454,1269,2055
Aparecida de Goiânia,2014,1597,2176,1375,1574,1839,2454,1588,1426,2762
Aparecida de Goiânia,2015,1692,2071,1413,1645,1993,2175,1672,1532,2734
Aparecida de Goiânia,2016,1902,2383,1566,1819,2172,2379,1881,1682,6574
Aparecida de Goiânia,2017,1936,2046,1220,1901,2146,2318,1964,1785,6753
Aparecida de Goiânia,2018,2080,2851,1292,1950,2184,2850,2052,1850,6359
Aparecida de Goiânia,2019,2066,3030,1340,1938,2112,2463,1941,1848,6002
Aparecida de Goiânia,2020,2132,3132,3431,2003,2244,2588,2069,1833,6560
Aparecida do Rio Doce,2010,970,1131,969,716,0,0,1136,866,0
Aparecida do Rio Doce,2011,1092,1148,1175,721,0,0,1100,1008,0
Aparecida do Rio Doce,2012,1321,1371,1316,864,1480,0,1356,1396,0
Aparecida do Rio Doce,2013,1404,1520,1438,1099,1230,0,1657,1407,0
Aparecida do Rio Doce,2014,1453,1397,1571,938,2411,0,2285,1498,0
Aparecida do Rio Doce,2015,1412,1316,1662,893,1357,0,1600,1607,0
Aparecida do Rio Doce,2016,1581,1352,1832,1117,1465,0,1763,1751,0
Aparecida do Rio Doce,2017,1440,1264,1812,1040,2752,0,1876,1835,0
Aparecida do Rio Doce,2018,2092,2603,1863,1360,1409,0,1313,1683,0
Aparecida do Rio Doce,2019,2477,3294,2096,1376,0,0,2148,1581,0
Aparecida do Rio Doce,2020,2340,2822,2180,1370,0,0,2626,1526,0
Aporé,2010,1067,1038,890,844,0,0,1364,1040,2298
Aporé,2011,1222,1117,1001,959,0,0,1512,1519,2480
Aporé,2012,1455,1368,1137,968,0,0,1714,1469,3802
Aporé,2013,1746,2015,1204,901,0,0,1989,1435,4397
Aporé,2014,1782,2142,1397,1116,0,0,2003,1646,8570
Aporé,2015,2010,2360,1501,1236,0,0,2575,1713,8324
Aporé,2016,2087,2143,1654,1432,0,0,2554,2671,9880
Aporé,2017,2252,2440,1793,1403,0,0,2698,2278,10374
Aporé,2018,2213,2635,1832,1445,0,0,2341,2150,8789
Aporé,2019,2340,2896,1950,1557,0,0,2395,3877,5272
Aporé,2020,2508,3196,2043,1577,0,0,2518,2734,8523
Aragarças,2010,951,1031,812,796,801,0,555,812,5225
Aragarças,2011,1053,1167,894,878,957,0,699,943,6029
Aragarças,2012,1008,948,1083,1046,865,0,766,1034,9074
Aragarças,2013,1274,1414,1278,1006,678,0,770,1265,7333
Aragarças,2014,1502,1321,1312,1117,974,0,893,1815,7858
Aragarças,2015,1515,1432,1352,1223,1213,2566,1042,1737,5857
Aragarças,2016,1784,1427,1599,1369,1703,2025,1123,2053,14979
Aragarças,2017,1728,1504,1854,1451,1449,2057,1099,1959,1794
Aragarças,2018,1748,1864,1856,1451,1957,1611,1187,1866,1802
Aragarças,2019,1890,1919,1901,1489,1909,1697,1216,2070,1016
Aragarças,2020,2303,4196,1609,1504,1765,1703,991,1753,1045
Aragoiânia,2010,814,871,698,746,1093,0,782,678,3262
Aragoiânia,2011,924,963,806,795,1221,0,854,887,3784
Aragoiânia,2012,1080,933,908,909,1539,0,1163,1187,0
Aragoiânia,2013,1059,1033,1058,955,893,1625,1166,1051,0
Aragoiânia,2014,1289,1519,1081,992,991,1176,1328,1145,0
Aragoiânia,2015,1457,1641,1137,1308,1610,0,1475,1129,0
Aragoiânia,2016,1441,1772,1282,1293,1281,0,1574,1260,0
Aragoiânia,2017,1474,1648,1314,1321,1304,0,1596,1301,0
Aragoiânia,2018,1559,1740,1396,1367,1060,0,1573,1358,0
Aragoiânia,2019,1753,2129,1703,1341,1712,0,1525,1433,0
Aragoiânia,2020,1972,3306,1641,1312,1226,0,1506,1423,0
Araguapaz,2010,942,1159,832,697,598,0,519,1060,6260
Araguapaz,2011,1028,1251,904,781,873,1159,616,1001,7912
Araguapaz,2012,1172,1562,1010,937,1166,1860,607,1250,5790
Araguapaz,2013,1232,1456,1169,986,0,1820,733,1296,1350
Araguapaz,2014,1257,1506,1209,924,0,1597,794,1424,2172
Araguapaz,2015,1374,1591,1305,1114,0,1173,908,1702,5576
Araguapaz,2016,1584,2161,1602,1226,0,1245,922,1711,5201
Araguapaz,2017,1644,1824,1674,1273,0,1579,943,1908,3233
Araguapaz,2018,1788,2139,1697,1281,0,1966,1054,2083,0
Araguapaz,2019,1790,1962,1878,1234,0,2114,913,2063,0
Araguapaz,2020,1938,2259,1956,1346,0,3546,1374,1745,0
Araçu,2010,719,675,679,743,0,0,606,789,7194
Araçu,2011,785,545,742,740,0,0,657,792,8077
Araçu,2012,914,947,880,953,0,0,755,1155,0
Araçu,2013,1004,1148,952,955,0,0,801,991,0
Araçu,2014,1111,1266,1027,1080,1806,0,904,1017,0
Araçu,2015,1209,1502,1054,1232,0,0,956,814,0
Araçu,2016,1390,1591,1223,1223,1916,0,1118,1388,0
Araçu,2017,1281,1625,1325,1391,599,0,1123,1306,0
Araçu,2018,1499,1923,1351,1345,1168,0,1186,1254,0
Araçu,2019,1613,2039,1474,1309,2108,0,1178,1234,0
Araçu,2020,1651,2156,1578,1388,1164,0,1267,1249,0
Arenópolis,2010,898,922,804,640,1050,518,0,761,2411
Arenópolis,2011,974,972,878,904,1276,728,0,886,3452
Arenópolis,2012,1109,1067,1071,935,1564,1072,693,984,1605
Arenópolis,2013,1295,1080,1222,1185,1760,1356,674,1186,3193
Arenópolis,2014,1512,1371,1253,1090,2107,0,674,1392,2253
Arenópolis,2015,1578,1448,1405,1295,3055,1050,928,1420,1062
Arenópolis,2016,1707,1668,1598,1315,3692,1050,969,1515,2219
Arenópolis,2017,1980,1806,1639,1368,3731,0,975,2203,2819
Arenópolis,2018,1703,1660,1676,1320,2123,0,840,2362,2703
Arenópolis,2019,1833,1767,1766,1367,2971,0,1057,2004,2748
Arenópolis,2020,1856,1825,1895,1436,1871,0,1118,2587,3381
Aruanã,2010,959,942,1081,703,2778,0,524,810,3234
Aruanã,2011,1024,1044,1096,782,1033,0,569,945,4643
Aruanã,2012,1159,1031,1337,953,1673,834,616,1363,6432
Aruanã,2013,1446,1451,1508,1000,2956,1243,700,1893,6531
Aruanã,2014,1392,1470,1521,1018,1521,1689,878,1437,6262
Aruanã,2015,1481,1607,1577,1104,568,1791,979,1590,6713
Aruanã,2016,1711,1939,1754,1286,809,2010,1121,1573,12628
Aruanã,2017,1854,2143,1932,1404,1557,3488,1134,1554,0
Aruanã,2018,1915,2028,2063,1359,0,2079,1142,1617,0
Aruanã,2019,1956,1824,2222,1478,0,2858,2566,1660,2021
Aruanã,2020,2185,2727,2318,1360,1572,2696,2743,1529,2035
Aurilândia,2010,823,943,735,659,0,0,603,974,0
Aurilândia,2011,908,1120,859,672,1090,0,585,866,0
Aurilândia,2012,1076,1295,995,731,0,0,677,1674,0
Aurilândia,2013,1150,1379,1143,859,678,0,784,1229,0
Aurilândia,2014,1269,1567,1225,1064,0,0,828,1223,0
Aurilândia,2015,1392,1653,1372,1181,0,0,923,1706,0
Aurilândia,2016,1522,1908,1429,1337,0,0,992,1464,0
Aurilândia,2017,1659,2191,1590,1346,0,0,1025,1539,0
Aurilândia,2018,1840,2482,1693,1499,0,0,1028,1518,0
Aurilândia,2019,2025,2455,1756,1457,0,0,1001,2029,0
Aurilândia,2020,2013,2334,1832,1800,0,0,0,1216,0
Avelinópolis,2010,748,795,701,600,1200,1301,608,1212,0
Avelinópolis,2011,881,900,818,693,0,1576,673,1395,0
Avelinópolis,2012,1005,1177,863,751,0,1852,905,852,0
Avelinópolis,2013,1230,1260,1012,787,0,2250,1284,1185,0
Avelinópolis,2014,1251,1461,932,1006,0,0,1291,1267,0
Avelinópolis,2015,1268,1265,1149,1037,0,0,1380,1231,0
Avelinópolis,2016,1630,2093,1324,1083,0,0,1123,1745,0
Avelinópolis,2017,1369,1562,1305,1102,1500,0,1102,1664,0
Avelinópolis,2018,1490,1718,1347,1036,1500,0,1175,1260,0
Avelinópolis,2019,1555,1838,1400,1183,1500,0,1254,1422,0
Avelinópolis,2020,1566,1935,1430,1351,592,0,1223,1551,0
Baliza,2010,944,977,835,543,0,0,525,1529,0
Baliza,2011,1084,1116,994,690,0,0,545,1744,0
Baliza,2012,1290,1304,1255,1007,0,0,622,1772,0
Baliza,2013,1360,1387,1303,945,0,0,0,1508,0
Baliza,2014,1447,1486,1361,967,0,0,0,2132,0
Baliza,2015,1600,1685,1506,1199,0,0,0,1776,0
Baliza,2016,1866,2039,1710,1317,0,0,0,1896,0
Baliza,2017,1967,2133,1836,1397,0,0,0,1686,0
Baliza,2018,1971,2041,1841,1757,0,0,0,2192,0
Baliza,2019,362,1700,2085,1887,0,0,0,28,0
Baliza,2020,455,2855,2082,2299,0,0,0,16,0
Barro Alto,2010,1848,921,927,682,1897,3006,612,2081,8485
Barro Alto,2011,2216,1036,1050,743,1912,4094,844,1455,10632
Barro Alto,2012,2332,1208,1208,857,915,4016,1173,1523,13443
Barro Alto,2013,2396,1277,1327,1021,1221,4256,863,1741,14113
Barro Alto,2014,2698,1500,1231,1114,741,4399,940,1993,20810
Barro Alto,2015,2654,1739,1471,1228,2190,4096,753,2084,24992
Barro Alto,2016,2984,1883,1561,1290,1197,4939,1092,1978,28982
Barro Alto,2017,2782,2036,1599,1391,937,4825,1300,1864,17926
Barro Alto,2018,2782,2101,1432,1340,2262,5024,1510,1844,15991
Barro Alto,2019,2855,2549,1671,1386,1318,2407,4758,1908,14133
Barro Alto,2020,2816,1995,1634,1451,1188,2779,5125,1938,13607
Bela Vista de Goiás,2010,1049,1139,824,791,1036,967,1337,871,5339
Bela Vista de Goiás,2011,1158,1258,938,820,836,1171,1472,1013,5546
Bela Vista de Goiás,2012,1360,1501,1090,965,1128,1828,1713,1261,4967
Bela Vista de Goiás,2013,1506,1668,1213,1075,1328,1889,1844,1304,4202
Bela Vista de Goiás,2014,1632,1625,1321,1179,1668,2221,2057,1321,2223
Bela Vista de Goiás,2015,1834,1825,1431,1269,1579,2726,2354,1620,3376
Bela Vista de Goiás,2016,2051,2106,1623,1420,1921,3158,2585,1691,6281
Bela Vista de Goiás,2017,2205,2179,1734,1498,2048,3293,2938,1750,1360
Bela Vista de Goiás,2018,2007,2394,1608,1530,2196,2458,2287,1835,1408
Bela Vista de Goiás,2019,2058,2441,1764,1525,1860,2587,2371,1955,0
Bela Vista de Goiás,2020,2077,2631,1706,1611,1398,3429,2415,1595,0
Bom Jardim de Goiás,2010,905,871,783,748,883,0,548,1348,6066
Bom Jardim de Goiás,2011,964,901,854,779,921,0,733,1459,7157
Bom Jardim de Goiás,2012,1072,1018,976,849,1558,0,671,1566,9256
Bom Jardim de Goiás,2013,1323,1590,1079,894,1278,0,457,1723,0
Bom Jardim de Goiás,2014,1346,1393,1235,1069,1204,0,996,1847,0
Bom Jardim de Goiás,2015,1400,1380,1375,1154,1383,0,868,1918,0
Bom Jardim de Goiás,2016,1431,1420,1344,1223,1495,0,0,1935,0
Bom Jardim de Goiás,2017,1652,1633,1612,1439,1251,1054,0,2132,0
Bom Jardim de Goiás,2018,1669,1709,1630,1372,1592,1180,0,2061,0
Bom Jardim de Goiás,2019,1820,1876,1796,1463,1539,1204,1301,2461,0
Bom Jardim de Goiás,2020,1734,1560,1799,1606,1653,1273,1050,2323,0
Bom Jesus de Goiás,2010,1067,1175,1100,811,1180,0,1139,1091,6615
Bom Jesus de Goiás,2011,1142,1283,1199,922,1000,0,1247,1132,7292
Bom Jesus de Goiás,2012,1404,1490,1762,995,1334,0,1430,1377,9266
Bom Jesus de Goiás,2013,1508,1813,1645,1173,1407,0,1453,1425,10592
Bom Jesus de Goiás,2014,1808,2066,2214,1266,2338,0,1494,1475,11198
Bom Jesus de Goiás,2015,1762,2339,1980,1295,1575,0,1521,1484,0
Bom Jesus de Goiás,2016,1849,2636,1937,1400,210,0,1870,1543,0
Bom Jesus de Goiás,2017,1975,2979,1945,1519,1333,0,2059,1689,0
Bom Jesus de Goiás,2018,2116,3123,2348,1528,1150,0,2392,1727,0
Bom Jesus de Goiás,2019,2125,3175,2200,1523,1089,0,2013,1902,0
Bom Jesus de Goiás,2020,2215,3510,2240,1521,903,0,2446,1789,0
Bonfinópolis,2010,878,980,905,766,859,0,649,662,3900
Bonfinópolis,2011,1003,1234,996,834,714,0,680,812,7041
Bonfinópolis,2012,1075,1327,1001,954,882,0,982,780,8325
Bonfinópolis,2013,1336,1719,1275,1005,771,0,1122,953,0
Bonfinópolis,2014,1458,1706,1264,1028,730,0,1866,1101,0
Bonfinópolis,2015,1634,1920,1437,1224,924,0,2205,1191,0
Bonfinópolis,2016,1567,2065,1249,1337,1400,0,1599,1313,0
Bonfinópolis,2017,1518,1726,1256,1429,1429,0,1584,1173,0
Bonfinópolis,2018,1778,1977,1358,1405,1566,0,4009,1362,0
Bonfinópolis,2019,1887,2406,1523,1507,909,0,2422,1450,0
Bonfinópolis,2020,1677,2160,1527,1366,1045,0,1248,1295,0
Bonópolis,2010,898,871,939,715,0,0,0,1098,0
Bonópolis,2011,1006,986,1049,681,0,0,0,1030,0
Bonópolis,2012,1080,1011,1177,618,0,0,0,1077,0
Bonópolis,2013,1273,1276,1315,907,0,1017,0,1072,0
Bonópolis,2014,1317,1187,1481,978,0,0,1032,1311,0
Bonópolis,2015,1574,1519,1661,1136,0,0,969,1578,0
Bonópolis,2016,1758,1705,1881,1234,0,0,1193,1310,0
Bonópolis,2017,1891,1904,1975,1261,0,0,1114,1667,0
Bonópolis,2018,1884,1948,1924,1287,0,0,1328,1568,0
Bonópolis,2019,1968,1941,2101,1306,0,0,1235,1403,0
Bonópolis,2020,1942,1644,2172,1492,0,0,1349,1514,0
Brazabrantes,2010,848,963,777,769,900,0,796,781,0
Brazabrantes,2011,990,1091,855,693,1033,0,902,1056,0
Brazabrantes,2012,1042,978,931,758,0,0,1007,1237,0
Brazabrantes,2013,1045,963,1109,878,0,0,1073,1091,0
Brazabrantes,2014,1117,1104,1169,1025,1188,0,1187,1093,0
Brazabrantes,2015,1195,1145,1156,992,958,0,1142,1285,1500
Brazabrantes,2016,1307,1146,1200,1055,0,0,1300,1529,1289
Brazabrantes,2017,1532,1615,1373,965,0,0,1544,1534,2051
Brazabrantes,2018,1425,1377,1329,1183,1560,0,1541,1501,1643
Brazabrantes,2019,1589,1693,1433,1139,0,0,1590,1729,1775
Brazabrantes,2020,1754,1876,1476,1024,0,0,1642,2090,2487
Britânia,2010,898,910,921,698,0,0,539,1024,3957
Britânia,2011,962,1017,1014,707,545,0,563,905,4643
Britânia,2012,1120,1188,1176,817,622,0,692,1306,6338
Britânia,2013,1239,1241,1354,901,678,0,943,1341,0
Britânia,2014,1421,1439,1513,984,3221,0,917,1354,0
Britânia,2015,1431,1434,1612,1110,2362,0,859,1345,0
Britânia,2016,1721,2148,1823,1243,2115,0,946,1390,0
Britânia,2017,1720,1740,1934,1316,2531,0,928,1600,0
Britânia,2018,1825,1870,2025,1318,5856,0,1017,1558,0
Britânia,2019,1871,1861,2173,1292,1026,0,2114,1633,0
Britânia,2020,2054,2094,2286,1488,3000,0,2070,1597,0
Buriti Alegre,2010,907,757,855,702,0,0,962,1126,2894
Buriti Alegre,2011,1066,920,945,774,0,0,1158,1262,3267
Buriti Alegre,2012,1046,968,1004,929,1090,0,1070,1463,3415
Buriti Alegre,2013,1214,1052,1044,1080,3027,0,1375,1306,0
Buriti Alegre,2014,1281,1222,1131,1205,1554,0,1322,1523,0
Buriti Alegre,2015,1514,1340,1372,1182,1446,0,1726,1668,0
Buriti Alegre,2016,1379,1194,1415,1239,1953,2187,1497,1750,1468
Buriti Alegre,2017,1627,1131,1483,1375,0,2279,1897,1863,0
Buriti Alegre,2018,1692,1847,1623,1306,0,2045,1674,1843,0
Buriti Alegre,2019,1885,2130,1692,1458,0,2520,1933,1908,0
Buriti Alegre,2020,1988,2439,1730,1537,2613,2979,2020,1878,2063
Buriti de Goiás,2010,724,937,768,582,0,533,517,998,0
Buriti de Goiás,2011,760,959,850,616,0,635,569,1172,0
